,concept_uri,preferred_label
7910,http://data.europa.eu/esco/skill/906ef09c-959c-42de-8c65-6e11c73c3570,rechnergestützte Analysen geotechnischer Strukturen durchführen
7911,http://data.europa.eu/esco/skill/907039e2-5b33-4ea5-96ca-b6082711b491,die von Gefahrgütern ausgehenden Gefahren erkennen
7912,http://data.europa.eu/esco/skill/9072e955-3c24-408e-a069-15f3fb012e72,über Funktionen medizinischer Geräte informieren
7913,http://data.europa.eu/esco/skill/9076250e-e0ed-40f5-bf64-5a2ade218a66,Herstellung von Kinderkleidung
7914,http://data.europa.eu/esco/skill/9077e3a7-f200-41aa-9cc9-f7b68bbd4793,mit heißen Kalkstein umgehen
7915,http://data.europa.eu/esco/skill/907c15fb-427b-4bb5-b39c-ceda6f8b3357,Negative aufbewahren
7916,http://data.europa.eu/esco/skill/908b8807-941d-4dde-bbb5-0eddd5e875c3,Arbeitsbereiche in Schwimmbädern reinigen
7917,http://data.europa.eu/esco/skill/908e8fa9-7ce7-4328-816f-381748504aa4,Ernteschäden beurteilen
7918,http://data.europa.eu/esco/skill/908f0c27-ccc8-4c8f-b926-037c3beaebd3,bei bildgebenden Diagnoseverfahren in der Tiermedizin assistieren
7919,http://data.europa.eu/esco/skill/9091c8e5-9357-4c29-bceb-ddb1792c22e8,Beratung in Konfliktbewältigung leisten
7920,http://data.europa.eu/esco/skill/909a28ce-d4b6-4567-9b74-d111f1ed9633,Plan zur Betriebskontinuität pflegen
7921,http://data.europa.eu/esco/skill/909c2e48-262e-4ebe-be05-5324ab086c1d,Abstimmberichte erstellen
7922,http://data.europa.eu/esco/skill/909eef58-7961-4422-8116-a3af670e38b6,Risiko des Beleuchtungsausfalls steuern
7923,http://data.europa.eu/esco/skill/90a4035a-f72e-48d3-9d4e-1c6be84c9ae5,mit Spediteuren kommunizieren
7924,http://data.europa.eu/esco/skill/90a504b8-29ba-4c54-8e78-158719e0af72,Landschaften verbessern
7925,http://data.europa.eu/esco/skill/90a7db00-9262-482d-b50c-12d12b7a7d98,Aktivitäten zur Gesundheitsaufklärung leiten
7926,http://data.europa.eu/esco/skill/90ab937a-9421-4a4c-a5fa-5c5a349aa818,internationale Besteuerung von Verrechnungspreisen
7927,http://data.europa.eu/esco/skill/90ae429e-039b-4cb1-9087-b004db4b2d7b,Manuskripte umschreiben
7928,http://data.europa.eu/esco/skill/90b98d58-96ca-4d75-9045-18eb97886b5b,Kraftfahrzeug-Lenksystem warten
7929,http://data.europa.eu/esco/skill/90bc100c-d537-4532-b190-30264940597b,Gesundheitschecks bei Tieren durchführen
7930,http://data.europa.eu/esco/skill/90be83d9-56f1-46a4-a6bc-96c51f6c9025,Systemkomponente erwerben
7931,http://data.europa.eu/esco/skill/90c0e266-c9ea-4036-802e-475ea50b9c7b,Grundlagen der Musik vermitteln
7932,http://data.europa.eu/esco/skill/90c164de-571b-4ec0-b0b1-7ef57dc7bcd8,Farbmischungen vorbereiten
7933,http://data.europa.eu/esco/skill/90ca7668-7c14-417d-9cd9-89fbdf29f731,Bildungsprogramme fördern
7934,http://data.europa.eu/esco/skill/90cac92e-bda6-4739-a754-6a2172df7c2f,Vorschriften für die Beförderung in Rohrleitungen
7935,http://data.europa.eu/esco/skill/90ccd1bc-af3f-4c04-b2dd-bef2ba62905d,über psychische Gesundheit informieren
7936,http://data.europa.eu/esco/skill/90cf93e8-5714-4be9-8fc8-c9e9f68e6c6d,an psychosomatischen Problemen arbeiten
7937,http://data.europa.eu/esco/skill/90d04cf8-dcc1-45cf-93e1-a2eba80aed6f,Hybridfahrzeug-Architektur
7938,http://data.europa.eu/esco/skill/90d5321e-0a21-485a-9607-a13b05ae6c11,Rezepturen für Textilfärbungen entwickeln
7939,http://data.europa.eu/esco/skill/90d672aa-dbf5-4692-adf9-a3d4a73eaf5e,Trichter beschicken
7940,http://data.europa.eu/esco/skill/90d7dc07-3d66-4364-b6ff-c40a1fe1b849,Schaltgeräte
7941,http://data.europa.eu/esco/skill/90d7e643-1171-4e00-977f-de464d388b60,zum Schwangerschaftsabbruch beraten
7942,http://data.europa.eu/esco/skill/90e083c3-ae4b-4726-982f-f3944eaa571a,Papierwickelmaschine bedienen
7943,http://data.europa.eu/esco/skill/90e3b759-6425-4d7a-a9fa-af45a163c5db,Federzeichnungen anfertigen
7944,http://data.europa.eu/esco/skill/90e8f54b-064f-4721-8ccc-b5f61968b227,Training organisieren
7945,http://data.europa.eu/esco/skill/90ea3dfc-1a2b-44ff-97bf-e0d1c1a175bd,biochemische Prozesse der Apfelweinproduktion
7946,http://data.europa.eu/esco/skill/90f9dc0c-f9c0-45a7-9fb4-20a7e4ca4632,Airspace System Block Upgrades (ASBU)
7947,http://data.europa.eu/esco/skill/90fb908e-f4b4-4a4e-af42-82fa988dba6a,Seife härten
7948,http://data.europa.eu/esco/skill/91003b4a-f2aa-4472-a9c1-4597abb518f2,Insolvenzrecht
7949,http://data.europa.eu/esco/skill/910a77a6-a513-43dc-bdef-727a9c79b45f,Flaschenventile einstellen
7950,http://data.europa.eu/esco/skill/910b818b-bc24-4d17-844e-941a8bc997a9,in Architekturfragen beraten
7951,http://data.europa.eu/esco/skill/910becaf-d07b-455a-a363-0bf9430afb51,Geräte reinigen
7952,http://data.europa.eu/esco/skill/910d3486-db3e-40ec-a632-fea4db55dc59,hydraulische Hebevorrichtung bedienen
7953,http://data.europa.eu/esco/skill/91161335-8adf-4567-8fa5-62fb37948664,Wallonisch schreiben
7954,http://data.europa.eu/esco/skill/911e13ee-1eec-4243-88c8-3c08a3681a19,Ressourcen verwalten
7955,http://data.europa.eu/esco/skill/9126d3d3-dd5b-4639-a1bc-400d93ccb063,Geschichte der Tanzstile
7956,http://data.europa.eu/esco/skill/912f7556-6b75-4d73-9658-4e710050199d,Tierhygienepraktiken anwenden
7957,http://data.europa.eu/esco/skill/91300a14-24c6-4b1f-b827-909d992f8d1d,Start und Landung durchführen
7958,http://data.europa.eu/esco/skill/91306a20-9b81-4f3d-97eb-f5368b607da7,Kunden/Kundinnen betreuen
7959,http://data.europa.eu/esco/skill/91324cff-50d9-4a65-81da-2985b6751180,Küchenvorräte überwachen
7960,http://data.europa.eu/esco/skill/9132541b-d9b4-4f98-ad69-a7d619b7db8e,Fräsmaschinen nutzen
7961,http://data.europa.eu/esco/skill/9136cbf1-7916-4f1c-bc9a-0318ee1d6016,Mensch-Computer-Interaktion
7962,http://data.europa.eu/esco/skill/913a0c87-5482-4765-a085-03cad1b42ec2,mechanische Zusammensetzung von Straßenbahnen
7963,http://data.europa.eu/esco/skill/913e4f09-6b22-4f36-9a32-b4508ec824fe,Projektionsausrüstung warten
7964,http://data.europa.eu/esco/skill/913e7e83-b8f8-4574-b1ca-1b38f3fd974a,Softwaretests durchführen
7965,http://data.europa.eu/esco/skill/913fcf58-07f4-401d-8395-4daeb3a4617f,orale Gesundheitspflege und Prävention lehren
7966,http://data.europa.eu/esco/skill/9142eba6-0abe-4d6f-9b8b-5a88f4ff6a8d,kleine Fahrzeugreparaturen durchführen
7967,http://data.europa.eu/esco/skill/9148c1e4-beae-433c-bd72-e4a009440744,Entwicklungen in der Produktion beaufsichtigen
7968,http://data.europa.eu/esco/skill/914c9f5d-b8c5-44af-b302-1947b55bd115,Beschwerden in Bezug auf den Schutz von Kunden und Kundinnen prüfen
7969,http://data.europa.eu/esco/skill/9153d8b4-f8ac-4a2c-99d2-383f5c129af1,bei der Epilepsiechirurgie assistieren
7970,http://data.europa.eu/esco/skill/9156104b-9bcb-4c22-aaa8-02e3e990ebc7,Telekommunikation im maritimen Bereich
7971,http://data.europa.eu/esco/skill/91569912-10f1-4690-8e82-0b96c93e29ee,Schmucksteine bestimmen
7972,http://data.europa.eu/esco/skill/91571a67-f9e1-4c5b-80c5-43f3d14a3747,Restauration dokumentieren
7973,http://data.europa.eu/esco/skill/91613477-9276-4f69-8002-4de21c37d583,befüllte Kokillen versetzen
7974,http://data.europa.eu/esco/skill/9161e2c5-3edc-4b85-acc9-b91c78f4872a,sich für den Sport in den Medien einsetzen
7975,http://data.europa.eu/esco/skill/916708d4-9890-4ed1-a46f-3742981aa8ab,Spaliere reparieren
7976,http://data.europa.eu/esco/skill/9168f6e4-6615-4eea-97c3-1fd0123d78b9,Gepäckbänder in Flughäfen aufstellen
7977,http://data.europa.eu/esco/skill/91695ae9-5236-4d68-af03-419dfec43b00,Übungen verschreiben
7978,http://data.europa.eu/esco/skill/91713ef2-3d35-4df8-92a6-2fad76c60681,Bohranlagen einrichten
7979,http://data.europa.eu/esco/skill/9177b89b-1efa-4fdc-abac-fa720241a9cb,Aggressionsbewältigung
7980,http://data.europa.eu/esco/skill/917a2511-aef4-4342-9a3d-023a93912b22,Beleuchtung mit automatischen Scheinwerfern planen
7981,http://data.europa.eu/esco/skill/917cf6e2-ea25-4162-a0f8-a8e3541858e0,Tätigkeiten im Weinkeller leiten
7982,http://data.europa.eu/esco/skill/917dcd95-4819-40e0-83ae-ee563d291e29,bei der Rekonstruktion des Körpers nach der Autopsie assistieren
7983,http://data.europa.eu/esco/skill/91816e1a-d026-4d21-9b1c-59ca5cf488de,interne Faktoren von Unternehmen analysieren
7984,http://data.europa.eu/esco/skill/918459f1-147d-46f5-8de1-87e5663da8b0,Beratung zur Auswahl von Sicherheitspersonal leisten
7985,http://data.europa.eu/esco/skill/918bcc1d-17fd-438a-97e0-abe585b92c65,Glasbruchsensoren
7986,http://data.europa.eu/esco/skill/918f5211-b99f-4b29-9a34-6e475583ef55,arbeitsbezogene Berichte verfassen
7987,http://data.europa.eu/esco/skill/9190d87f-9792-42e0-bb7f-64294a656bcd,Systemleistung überwachen
7988,http://data.europa.eu/esco/skill/9194696f-8a5a-4f7b-bf8a-a680da41c320,öffentliche Meinungsbildung
7989,http://data.europa.eu/esco/skill/91991706-cd8e-4795-9784-715fc0250c8d,Gerüst bauen
7990,http://data.europa.eu/esco/skill/91a36728-ce00-4293-bdac-4e24eced9c86,Umfrage
7991,http://data.europa.eu/esco/skill/91a58da7-2111-4a03-9874-37311e105d06,Personal zum Vorstellungsablauf instruieren
7992,http://data.europa.eu/esco/skill/91a6da8d-24dc-4453-9821-de305864677c,Bodenkunde
7993,http://data.europa.eu/esco/skill/91aade3a-9427-4e80-998b-29492dcb9ffd,Kontrollsysteme für Lagerstätten verwenden
7994,http://data.europa.eu/esco/skill/91abe492-18be-4cce-93c7-0dca07072363,Fristen einhalten
7995,http://data.europa.eu/esco/skill/91ba97f5-7518-4638-b2d2-308996db3cf8,Bildbearbeitung durchführen
7996,http://data.europa.eu/esco/skill/91be6910-bd67-4e1f-95b0-32513b399b24,ranghöheren Kollegen und Kolleginnen Probleme melden
7997,http://data.europa.eu/esco/skill/91c6415a-6d77-4d45-a615-44475123b330,Kulierwirkmaschinen einrichten
7998,http://data.europa.eu/esco/skill/91c8697e-bb9a-4244-a143-fdabebf53b78,Grenzziehung durchführen
7999,http://data.europa.eu/esco/skill/91d06ad9-245e-4ecb-bd18-624eed884108,Anträge bearbeiten
8000,http://data.europa.eu/esco/skill/91dd8397-063d-499c-83b9-0603a10d94ac,Schreibtechniken
8001,http://data.europa.eu/esco/skill/91f7c1e9-c110-48bd-8784-bb0aab1bee73,Hilfestellung für Tänzer beim Verinnerlichen choreografischen Materials leisten
8002,http://data.europa.eu/esco/skill/91fc256e-00ec-4367-b3b4-dcd564ed3fd2,Schauspiel- und Regietechniken
8003,http://data.europa.eu/esco/skill/91fe9c5b-7c12-4835-ad9c-6cae970187fa,Gesetzgeber beeinflussen
8004,http://data.europa.eu/esco/skill/9203fdfa-f657-44e4-84b5-caa201dd365b,Arten von Formmassen
8005,http://data.europa.eu/esco/skill/9207098f-d6fc-444b-bc92-d286d03d7729,sich an Änderungen in der Forstwirtschaft anpassen
8006,http://data.europa.eu/esco/skill/920764e7-43c6-42c0-b2a6-2cbcc07fafc2,Zustand der Ausrüstung überwachen
8007,http://data.europa.eu/esco/skill/9211c42d-d324-4ef3-a845-88db05543754,Werkzeuge für Spielzeugreparaturen nutzen
8008,http://data.europa.eu/esco/skill/9214bb50-f24e-4b82-8dd2-f299ccba2258,Betonmängel ermitteln
8009,http://data.europa.eu/esco/skill/921f52c7-d977-4e84-8b62-adf64fed999f,Architekturpläne entwickeln
8010,http://data.europa.eu/esco/skill/922032c3-9dfa-45dd-9bcd-f14dedf4709e,Getränke
8011,http://data.europa.eu/esco/skill/92231a03-010b-45cc-83a0-aa6491a3c6f3,Vorschriften für den Verkauf von alkoholischen Getränken an Minderjährige durchsetzen
8012,http://data.europa.eu/esco/skill/92250612-bc35-4ba3-904f-a98d9fb3f2de,Federaufhängung anbringen
8013,http://data.europa.eu/esco/skill/92251935-f1e9-4588-9fc5-39d7923b234e,Numerologie
8014,http://data.europa.eu/esco/skill/9227266e-36c5-4e34-99da-caba3bd44d02,Staub von Kraftfahrzeugen entfernen
8015,http://data.europa.eu/esco/skill/9227d524-d1fa-470b-975f-13a83bdd22d9,Theodolit bedienen
8016,http://data.europa.eu/esco/skill/922e1da8-69f5-4fd3-baef-f2e8b89f3946,Verkaufsschlager analysieren
8017,http://data.europa.eu/esco/skill/923dc3f7-5e76-4159-a736-402be592fbfe,Probefahrten von Fahrzeugen durchführen
8018,http://data.europa.eu/esco/skill/92424f2d-a3b7-4d0a-9932-ae1dc4e1d79e,Trocknungsventilatoren bedienen
8019,http://data.europa.eu/esco/skill/9242ad54-dc3d-41b3-9cfe-142fa8582511,Techniken des Markenmarketings
8020,http://data.europa.eu/esco/skill/9244ef58-632a-4755-bb27-5336e325633a,Positionen für chirurgische Eingriffe
8021,http://data.europa.eu/esco/skill/925463a7-d51f-4d5b-9f79-4d28cf30acde,Software für integrierte Entwicklungsumgebungen
8022,http://data.europa.eu/esco/skill/925a3afb-e11e-4992-996b-6f55bf820ea4,Farbwalzen säubern
8023,http://data.europa.eu/esco/skill/925ac396-118c-4a07-b4c2-31eb519e2268,kulturelle Aktivitäten entwickeln
8024,http://data.europa.eu/esco/skill/925cb6fb-9506-48a5-9106-400088a4a436,Audits organisieren
8025,http://data.europa.eu/esco/skill/9263f0d8-7266-4782-b0ee-38f62656e97e,nachhaltige Raumgestaltung fördern
8026,http://data.europa.eu/esco/skill/926f133c-e6f2-40a9-9e52-5b51e07b6888,Arten von Schleifmaterial erkennen
8027,http://data.europa.eu/esco/skill/92721092-fe7c-4689-96bd-4f02385bc0e7,Verträge verwalten
8028,http://data.europa.eu/esco/skill/9273eec7-e9ce-4860-88fb-9f30faeea34d,geschriebenes Serbisch verstehen
8029,http://data.europa.eu/esco/skill/9274d49b-94cb-4f85-b92b-b349f4d6d7bb,Vollblutpferde erwerben
8030,http://data.europa.eu/esco/skill/92832235-47a8-427a-a71c-1f4de123143f,Entgratmaschinenteile
8031,http://data.europa.eu/esco/skill/92848013-ebac-4b3a-b2ad-e2b846f10621,zwischen Schichten schleifen
8032,http://data.europa.eu/esco/skill/928c91e3-ea64-4d86-96cc-19930b014133,Schornsteinfeger und -fegerinnen schulen
8033,http://data.europa.eu/esco/skill/9295d1c5-8d7d-423e-a6ce-dfbc1d991f88,digitale Kartierung anwenden
8034,http://data.europa.eu/esco/skill/929a997b-d56c-4383-b36d-6de9fa0e1721,mit Chemikalien arbeiten
8035,http://data.europa.eu/esco/skill/929d3b3f-bb2b-4c6b-a90b-c57e79a36267,bei der Planung von Bibliothekseinrichtungen assistieren
8036,http://data.europa.eu/esco/skill/929e89f9-ac69-4bcb-9eea-37257aa5aff9,auf Vorstellungsgespräch vorbereiten
8037,http://data.europa.eu/esco/skill/92abebbd-4c71-426a-bc99-988b0d918c90,Tatorte fotografieren
8038,http://data.europa.eu/esco/skill/92b3842f-5b25-48a3-9ff4-b78a7cb55b4e,Orthopädie-Schuhtechnik
8039,http://data.europa.eu/esco/skill/92c1f0ea-f4e0-4dc5-9557-27ac896f2425,Wettbewerbsbeschränkungen untersuchen
8040,http://data.europa.eu/esco/skill/92ca09cb-e827-4c49-b318-8f540de4debb,gesprochenes Hebräisch verstehen
8041,http://data.europa.eu/esco/skill/92ca32ce-0e23-4730-b85d-dbc9f9e43284,Verbrennungsprozess überwachen
8042,http://data.europa.eu/esco/skill/92cac0ef-ce94-426b-8873-072a4c4405ed,Gewürzsiebe bedienen
8043,http://data.europa.eu/esco/skill/92d04a10-eff2-4190-b5da-85e419f8ebbd,gesprochene Sprache simultan dolmetschen
8044,http://data.europa.eu/esco/skill/92d199f8-0313-42df-94be-09e12e0ed5a6,mit Radiopharmaka umgehen
8045,http://data.europa.eu/esco/skill/92d36561-e0ce-429e-a6ee-eeee17259953,Weinbaumaschinen instand halten
8046,http://data.europa.eu/esco/skill/92dfcb21-863c-4fa8-9458-3760e53e966a,Jungtiere pflegen
8047,http://data.europa.eu/esco/skill/92e05418-6986-4374-b3e9-00becdf54b57,Herstellung von Stahltrommeln und ähnlichen Behältnissen
8048,http://data.europa.eu/esco/skill/92e4064a-a93c-4e22-a63b-8da91757b90c,Engpässe ausfindig machen
8049,http://data.europa.eu/esco/skill/92ea39c9-48c9-481c-b8e8-2dd2db33fa1a,Ionenaustauschausrüstung handhaben
8050,http://data.europa.eu/esco/skill/92f414a9-12d4-4c55-b20c-f9934fbcb4ee,Filmaufnahmen beobachten
8051,http://data.europa.eu/esco/skill/92f54ff7-f6d8-4702-8e0f-2d7d3254a7fd,Motoren zusammenbauen
8052,http://data.europa.eu/esco/skill/92f73327-7606-4046-8aa8-4b447e35f142,Faser waschen
8053,http://data.europa.eu/esco/skill/92f8ebaa-da5f-4159-9b33-ac8dc4b9c84e,Keramikglasuren
8054,http://data.europa.eu/esco/skill/92f983d4-f7fc-412a-be4f-4b76ceb18505,neues Personal einstellen
8055,http://data.europa.eu/esco/skill/92fa5258-bf20-4e1e-b943-36a9e369699a,Antiquitäten verkaufen
8056,http://data.europa.eu/esco/skill/930c5458-9b5d-4438-bef6-fc69c2c08548,Flugzeugsensor und Aufzeichnungssysteme überwachen
8057,http://data.europa.eu/esco/skill/93147329-27d0-4d0c-848f-359eb4ca0d2f,Poliermittel verwenden
8058,http://data.europa.eu/esco/skill/93162788-fa22-4e71-b283-f581c04fa079,Körperbemalung auftragen
8059,http://data.europa.eu/esco/skill/9318894b-206c-45fb-91f4-36bce8715481,Helligkeitsregler bedienen
8060,http://data.europa.eu/esco/skill/931b92cb-5705-4b6f-be86-36d8264e75d0,Thematik wählen
8061,http://data.europa.eu/esco/skill/931bfed9-8ce6-4b79-ba95-416852d3e0d6,Arbeitsbelastung überwachen
8062,http://data.europa.eu/esco/skill/931d3046-8e66-4aca-bbf1-1dca032c8b15,Feilentypen
8063,http://data.europa.eu/esco/skill/9323960d-bb41-4bae-bdd2-c331a6146822,Faltblätter austeilen
8064,http://data.europa.eu/esco/skill/93261e82-8ffe-4a8b-b8b0-02265edbf562,Laborbetrieb beaufsichtigen
8065,http://data.europa.eu/esco/skill/9328d71d-e46c-47ff-b48a-af0da294d4f4,europäische Klassifizierung der Binnenwasserstraßen
8066,http://data.europa.eu/esco/skill/932c9ed1-3197-4b13-a558-bf147313fe88,Frachtbranche
8067,http://data.europa.eu/esco/skill/932e60c4-118a-4280-8e49-38a16a0c73d0,radiologische Verfahren
8068,http://data.europa.eu/esco/skill/93332790-aa6b-4752-bded-bc23cf7c8fba,metallische Werkstücke ankörnen
8069,http://data.europa.eu/esco/skill/9333f57b-fb4e-447a-893d-3897a3f52cca,Bühnenwaffen vorbereiten
8070,http://data.europa.eu/esco/skill/93350886-a21b-4e61-a1b1-319a325c0f90,sich kreativ ausdrücken
8071,http://data.europa.eu/esco/skill/933e7ccf-5d56-46ba-aca4-857f826a6b3a,Termine verwalten
8072,http://data.europa.eu/esco/skill/933efc5f-a797-4581-8a8b-c08956ff7d58,Grovo
8073,http://data.europa.eu/esco/skill/93415e89-f7cc-48cb-939e-18576f21045a,Schienenfehler ausfindig machen
8074,http://data.europa.eu/esco/skill/934226ed-71a3-4970-9f78-abb6a7b4d30d,europäische Binnenwasserstraßen befahren
8075,http://data.europa.eu/esco/skill/93460015-6948-42c8-a104-fbec998404cc,Tierarzneimittel verschreiben
8076,http://data.europa.eu/esco/skill/9349f502-9c11-476c-957d-2e016790a2ee,Abfallbewirtschaftungsverfahren koordinieren
8077,http://data.europa.eu/esco/skill/9354ac54-6d2c-4952-a0a4-188f0406d282,im Zusammenhang mit Bierproduktion beraten
8078,http://data.europa.eu/esco/skill/935608ad-e27b-471d-8ad7-794ba385a26e,Extrusionsvorrichtung bedienen
8079,http://data.europa.eu/esco/skill/9359cabf-2521-4f8c-9abc-107f2aa70329,Laborhandbücher befolgen
8080,http://data.europa.eu/esco/skill/935d6f91-60c7-4eec-b6e0-255f96fa37d3,Licht und Beleuchtung planen
8081,http://data.europa.eu/esco/skill/935f7adb-b7fb-474f-a509-cddee89889d1,unveröffentlichte Artikel überprüfen
8082,http://data.europa.eu/esco/skill/936a0af1-89bb-4aee-b805-231d587c03eb,Garderobe pflegen
8083,http://data.europa.eu/esco/skill/936a42f0-a586-4595-9e47-ca93210761fd,Reservierungen verarbeiten
8084,http://data.europa.eu/esco/skill/936bac96-56cf-4a5a-a693-3cf69715c06e,alle Aspekte zum Tiermanagement beaufsichtigen
8085,http://data.europa.eu/esco/skill/9372cc5b-8f47-4805-8a37-fd0e85a948f4,Holz färben
8086,http://data.europa.eu/esco/skill/9375f778-ed38-41f6-b58f-795cede40e51,Lagerung unter Luftabschluss
8087,http://data.europa.eu/esco/skill/9379afee-37fd-419c-8c83-76e877b9f191,Wartung von Maschinen zur Herstellung von Schuhwerk
8088,http://data.europa.eu/esco/skill/937ee7bd-3824-4581-97d5-e28dbee6f71c,Zapfluftsysteme installieren
8089,http://data.europa.eu/esco/skill/9383aafd-2415-4b54-9437-d9e7f4d9ec80,Arten von Tapeten
8090,http://data.europa.eu/esco/skill/938973e2-c084-4c34-9dd4-382128caee6d,Schiffe steuern
8091,http://data.europa.eu/esco/skill/938f190f-40d4-49ff-a0a9-20463539a596,technische Grundkenntnisse zu Musikinstrumenten besitzen
8092,http://data.europa.eu/esco/skill/938fe4d7-623b-43f6-83b4-c818f3d3c130,eine Obduktion vornehmen
8093,http://data.europa.eu/esco/skill/9394cd4b-4f91-48c2-ab11-d2894a2f5126,Gewindewalzenbauteile
8094,http://data.europa.eu/esco/skill/939e05ef-fdaa-40e0-afc5-65aafbd4d5ee,Requisiten bereitstellen
8095,http://data.europa.eu/esco/skill/93a2f730-d5f6-4604-a25e-a2ee206ea468,Lehrer und Ausbilder in E-Learning-Methoden schulen
8096,http://data.europa.eu/esco/skill/93a5a0e0-d45b-4929-a558-3dbe4f75d0f6,Trockner reinigen
8097,http://data.europa.eu/esco/skill/93a68dcb-3dc6-4dbe-b196-f6d212228a50,Gesundheit und Sicherheit promoten
8098,http://data.europa.eu/esco/skill/93aaf65c-5aad-4e6f-a7ba-ce9bf7c0e6e6,Informationskategorisierung
8099,http://data.europa.eu/esco/skill/93b7c809-f6a2-45fa-b815-47a34120227a,Schneeräumgeräte warten
8100,http://data.europa.eu/esco/skill/93bfdbdf-561e-4e9f-b6c8-d54588963dac,Papierrolle überwachen
8101,http://data.europa.eu/esco/skill/93c6c3ac-e344-460b-888f-662f6dcc7685,geschriebenes Latein verstehen
8102,http://data.europa.eu/esco/skill/93cbf20b-93f6-442e-801e-6c03dbbac6b2,Auktionshaus leiten
8103,http://data.europa.eu/esco/skill/93cece15-bcfa-403e-9994-4798415c7a8d,Bogensehnen herstellen
8104,http://data.europa.eu/esco/skill/93d49976-acd8-4925-b5d1-7d80e0fd8dc0,Elektromaschinen produzieren
8105,http://data.europa.eu/esco/skill/93f1caa3-df33-4de7-98da-40f5fc30fd52,rechtsmedizinische Aufklärung
8106,http://data.europa.eu/esco/skill/940a70fa-7c58-423b-8d03-34920b59f0f7,Abläufe und Verfahren leiten
8107,http://data.europa.eu/esco/skill/940d02e8-0199-4b5b-bba4-19547aa9b498,Messgeräte zusammenbauen
8108,http://data.europa.eu/esco/skill/94130d7d-bebb-4263-b9d4-854e147fefc0,sicheres Verladen von Gütern gemäß Stauplan sicherstellen
8109,http://data.europa.eu/esco/skill/941364b9-1375-4add-9889-d67bae99bc8c,technische Berichte schreiben
8110,http://data.europa.eu/esco/skill/941438bd-cc03-4326-91bf-677157dca170,Nutzer/Nutzerinnen von sozialen Diensten beim Leben im eigenen Heim unterstützen
8111,http://data.europa.eu/esco/skill/94145c4e-453f-47f0-9803-2bf9eef112a1,Islam
8112,http://data.europa.eu/esco/skill/94193295-26de-42e5-a8e9-2ef7597e59f5,die wichtigsten Prozesse der Rückverfolgbarkeitssysteme identifizieren
8113,http://data.europa.eu/esco/skill/9427e576-743c-4e36-bd73-5f1cb273daf7,beim Umgang mit Kunstwerken beraten
8114,http://data.europa.eu/esco/skill/942948af-0959-418b-966a-732762f88519,Entwicklungen im Lebensmittelsektor verfolgen
8115,http://data.europa.eu/esco/skill/942c6ff8-8558-4988-9f8b-d41101f4bb0a,Kalksteinfluss steuern
8116,http://data.europa.eu/esco/skill/942edf03-a450-4261-b65c-9b447fdddc51,Generatoren einrichten
8117,http://data.europa.eu/esco/skill/9433da85-70fa-4a25-8f96-71fa59dd1989,Biologie
8118,http://data.europa.eu/esco/skill/9436db78-4331-495b-a97d-223fd246de2f,Teleskope bedienen
8119,http://data.europa.eu/esco/skill/9437a218-22d2-4eb7-bc64-b4555eb4a95f,Medizin unterrichten
8120,http://data.europa.eu/esco/skill/9438b0dc-062a-4893-b176-959706e4ae1e,umweltfreundliche Materialien nutzen
8121,http://data.europa.eu/esco/skill/943ddd65-d55f-46cf-9bea-f05d5a5e8f59,Ausstellungsentwürfe überwachen
8122,http://data.europa.eu/esco/skill/943f91e8-bde8-46b9-9dd3-3e1306ef49c0,Gewebe gestalten
8123,http://data.europa.eu/esco/skill/943fe908-c465-4e91-944c-20e2242fd03a,gesprochenes Bulgarisch verstehen
8124,http://data.europa.eu/esco/skill/944c8843-dcea-4883-af9a-f265d21a75a3,Milchviehproduktion
8125,http://data.europa.eu/esco/skill/944e06e8-7b12-4064-9e72-d80cd6d0cbba,Geowissenschaft
8126,http://data.europa.eu/esco/skill/94506271-00d8-481b-9359-739ce2a06cde,Einfuhrstrategien anwenden
8127,http://data.europa.eu/esco/skill/94579fbb-0485-48d4-b97e-ca85e15691d3,Zeitplan für Sendeprogramme entwickeln
8128,http://data.europa.eu/esco/skill/945b8655-5577-4c3a-946a-842d4527afa8,digitale Bildverarbeitung
8129,http://data.europa.eu/esco/skill/945f9b80-f20e-4d73-81aa-e90d02deb96c,Snacks verkaufen
8130,http://data.europa.eu/esco/skill/946034bf-be2b-4568-b3d5-5988735e26e8,gute Diktion pflegen
8131,http://data.europa.eu/esco/skill/94634bd7-72b8-4f49-9aff-d0cfb6036963,Überholungsarbeiten an Verglasungen durchführen
8132,http://data.europa.eu/esco/skill/946c1229-1171-40d4-82cc-fe3f483ca100,Verfahren der Weiterleitung an übergeordnete Stellen durchführen
8133,http://data.europa.eu/esco/skill/94747ff4-603d-47d4-9780-bf53be41e190,Industrieanlagen prüfen
8134,http://data.europa.eu/esco/skill/94758266-bb0f-4e41-bedb-349ecacfaf5c,Datenbanken für Frachtsätze einrichten
8135,http://data.europa.eu/esco/skill/947e6a15-5539-43e2-b62f-6a52fd57e0a0,Verbraucherrecht
8136,http://data.europa.eu/esco/skill/947f34a6-fb18-4b0a-9e89-5d38cbbc7abe,postnatale Betreuung leisten
8137,http://data.europa.eu/esco/skill/94812554-043f-4ffd-838e-583eccf3e297,Prinzipien der Bewässerung
8138,http://data.europa.eu/esco/skill/94822a19-48d6-46f6-a053-c03f1b3b62ac,Ressourcen von Community-Art-Programmen evaluieren
